old_locus_tag	level1	level2	level3	level4	level5	level6
SYNPCC7002_A0339	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:syp00550]		
SYNPCC7002_A1608	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:syp00550]		
SYNPCC7002_A2300	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:syp00550]		
SYNPCC7002_A0816	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:syp00550]		
SYNPCC7002_A2145	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:syp00550]		
SYNPCC7002_A0874	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:syp00550]		
SYNPCC7002_A2330	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00550 Peptidoglycan biosynthesis [PATH:syp00550]		
SYNPCC7002_A0260	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00552 Teichoic acid biosynthesis [PATH:syp00552]		
SYNPCC7002_A2431	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00552 Teichoic acid biosynthesis [PATH:syp00552]		
SYNPCC7002_A1117	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00552 Teichoic acid biosynthesis [PATH:syp00552]		
SYNPCC7002_A0255	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00552 Teichoic acid biosynthesis [PATH:syp00552]		
SYNPCC7002_A2028	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00552 Teichoic acid biosynthesis [PATH:syp00552]		
SYNPCC7002_A0362	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00552 Teichoic acid biosynthesis [PATH:syp00552]		
SYNPCC7002_A2431	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00572 Arabinogalactan biosynthesis - Mycobacterium		
SYNPCC7002_A1520	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00543 Exopolysaccharide biosynthesis [PATH:syp00543]		
SYNPCC7002_A2431	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00543 Exopolysaccharide biosynthesis [PATH:syp00543]		
SYNPCC7002_A2390	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00543 Exopolysaccharide biosynthesis [PATH:syp00543]		
SYNPCC7002_A1646	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00543 Exopolysaccharide biosynthesis [PATH:syp00543]		
SYNPCC7002_A1507	KEGG Orthology (KO)	09100 Metabolism	09107 Glycan biosynthesis and metabolism	00543 Exopolysaccharide biosynthesis [PATH:syp00543]		
SYNPCC7002_A0831	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:syp00730]		
SYNPCC7002_A0025	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:syp00730]		
SYNPCC7002_A0787	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:syp00730]		
SYNPCC7002_A0921	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:syp00730]		
SYNPCC7002_A1172	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:syp00730]		
SYNPCC7002_A1826	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:syp00730]		
SYNPCC7002_A0279	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:syp00730]		
SYNPCC7002_A1254	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:syp00730]		
SYNPCC7002_A0691	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:syp00730]		
SYNPCC7002_A1046	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00730 Thiamine metabolism [PATH:syp00730]		
SYNPCC7002_A0427	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:syp00740]		
SYNPCC7002_A1465	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:syp00740]		
SYNPCC7002_A0136	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:syp00740]		
SYNPCC7002_A2264	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:syp00740]		
SYNPCC7002_A2398	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:syp00740]		
SYNPCC7002_A0122	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:syp00740]		
SYNPCC7002_A0012	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:syp00740]		
SYNPCC7002_A1411	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:syp00740]		
SYNPCC7002_A2591	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00750 Vitamin B6 metabolism [PATH:syp00750]		
SYNPCC7002_A1369	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00750 Vitamin B6 metabolism [PATH:syp00750]		
SYNPCC7002_A0741	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00750 Vitamin B6 metabolism [PATH:syp00750]		
SYNPCC7002_A0094	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00750 Vitamin B6 metabolism [PATH:syp00750]		
SYNPCC7002_A1402	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00750 Vitamin B6 metabolism [PATH:syp00750]		
SYNPCC7002_A0286	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00750 Vitamin B6 metabolism [PATH:syp00750]		
SYNPCC7002_A0301	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A1968	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A0366	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A0508	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A1437	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A0492	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A0878	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A1784	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A2625	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A0217	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A0985	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A0986	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A0984	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A2771	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00760 Nicotinate and nicotinamide metabolism [PATH:syp00760]		
SYNPCC7002_A2770	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A2797	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A2704	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A1278	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A0652	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A1829	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A0343	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A2302	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A1427	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A0316	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A2714	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A2092	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A1863	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A2530	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00770 Pantothenate and CoA biosynthesis [PATH:syp00770]		
SYNPCC7002_A1023	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:syp00780]		
SYNPCC7002_A1002	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:syp00780]		
SYNPCC7002_A2367	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:syp00780]		
SYNPCC7002_A0070	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:syp00780]		
SYNPCC7002_A1676	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:syp00780]		
SYNPCC7002_A1281	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:syp00780]		
SYNPCC7002_A2727	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:syp00780]		
SYNPCC7002_A2217	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:syp00780]		
SYNPCC7002_A0309	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:syp00780]		
SYNPCC7002_A0084	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00780 Biotin metabolism [PATH:syp00780]		
SYNPCC7002_A0262	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_A1577	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_A0785	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_A1555	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_A1126	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_A0353	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_A0655	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_A0110	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_A1549	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_A1703	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_A0351	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00785 Lipoic acid metabolism [PATH:syp00785]		
SYNPCC7002_G0128	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A2444	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A2561	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0306	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A1294	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0401	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0427	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A1098	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0380	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0307	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0457	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A2812	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0280	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0281	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A1563	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A1361	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A2292	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A1690	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0565	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0771	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A2855	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0308	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis [PATH:syp00790]		
SYNPCC7002_A0889	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A2430	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A0007	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A1691	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A1653	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A1703	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A2466	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A1309	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A1006	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A0038	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A1235	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A2432	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00670 One carbon pool by folate [PATH:syp00670]		
SYNPCC7002_A1394	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism [PATH:syp00860]		
SYNPCC7002_A1302	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism [PATH:syp00860]		
SYNPCC7002_A2206	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism [PATH:syp00860]		
SYNPCC7002_G0127	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism [PATH:syp00860]		
SYNPCC7002_A1753	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism [PATH:syp00860]		
SYNPCC7002_A1610	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism [PATH:syp00860]		
SYNPCC7002_A0823	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism [PATH:syp00860]		
SYNPCC7002_A1828	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism [PATH:syp00860]		
SYNPCC7002_A1990	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism [PATH:syp00860]		
SYNPCC7002_A0644	KEGG Orthology (KO)	09100 Metabolism	09108 Metabolism of cofactors and vitamins	00860 Porphyrin metabolism [PATH:syp00860]		
